;example_id;matching_part_of_suggestion;number_of_tokens_in_matching_part_of_suggestion;number_of_matches;link_to_example_match;number_of_lines_of_context
163;0837e9d3e9367fd29476288ee8a1bad8d45f2466;0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26,;100;5;https://github.com/samta/nonlinear_regression/blob/master/data.py;>7
164;6bcafa51129e5a18509ab485a4623450ff916b71;"get('https://en.wikipedia.org/wiki/List_of_S%26P_500_companies')
    soup = bs4.BeautifulSoup(resp.text, 'lxml')
    table = soup.find('table', {'class': 'wikitable sortable'})
    tickers = []
    for row in table.findAll('tr')[1:]:
        ticker = row.findAll('td')[0].text";90;2;https://github.com/juliennassar/stock-analyser/blob/master/server/server.py;>7
165;81c282288dfee4875a4f8e004d5f3a6ccdd2a49f;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DD','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';115;3;https://github.com/ctcpbl2004/Machine_Learning_For_Investment/blob/master/Volatility Classification.py;>7
166;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
167;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
168;a272bcee535cdfdaeb6c1472e475e76cb0e2e3fa;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DWDP','XOM','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ','V','WMT';117;3;https://github.com/seantrinh/thewolvesofwallstreet/blob/master/copy_run.py;>7
169;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
170;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG',';95;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
171;80e251e4e9f8b0f9ac0207bf84a036f040e10cb2;")
    df['100ma'] = df['Adj Close'].rolling(window=100,min_periods=0).mean()
    df_ohlc = df['Adj Close'].resample('10D').ohlc()
    df_volume = df['Volume'].resample('10D').sum()
    df_ohlc.reset_index(inplace=True)
    df_ohlc['Date'] = df_ohlc['Date'].map(mdates.date2num)
    ax1 = plt.subplot2grid((6,1),(0,0),rowspan=5,colspan=1)
    ax2 = plt.subplot2grid((6,1),(5,0),rowspan=1,colspan=1,sharex=ax1)
    ax1.xaxis_date()
    candlestick_ohlc(ax1,df_ohlc.values,width=2,colorup='g')
    ax2.fill_between(df_volume.index.map(mdates.date2num),df_volume.values,0)";197;12;https://github.com/SombrHeroQc/Finance101/blob/master/investing101.py;>7
172;7ebb786cd066594187910cfba3b3e58c3603b02d;= ['MMM', 'ABT', 'ABBV', 'ACN', 'ATVI', 'AYI', 'ADBE', 'AMD', 'AAP', 'AES', 'AET', 'AMG', 'AFL', 'A', 'APD', 'AKAM', 'ALK', 'ALB', 'ARE', 'ALXN', 'ALGN', 'ALLE', 'AGN', 'ADS', 'LNT;100;4;https://github.com/Shiva-gs/Project3/blob/master/stock_data.py;>7
173;6bcafa51129e5a18509ab485a4623450ff916b71;"get('https://en.wikipedia.org/wiki/List_of_S%26P_500_companies')
    soup = bs4.BeautifulSoup(resp.text, 'lxml')
    table = soup.find('table', {'class': 'wikitable sortable'})
    tickers = []
    for row in table.findAll('tr')[1:]:
        ticker = row.findAll('td')[0].text";90;2;https://github.com/juliennassar/stock-analyser/blob/master/server/server.py;>7
174;81c282288dfee4875a4f8e004d5f3a6ccdd2a49f;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DD','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';115;3;https://github.com/ctcpbl2004/Machine_Learning_For_Investment/blob/master/Volatility Classification.py;>7
175;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
176;81c282288dfee4875a4f8e004d5f3a6ccdd2a49f;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DD','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';115;3;https://github.com/ctcpbl2004/Machine_Learning_For_Investment/blob/master/Volatility Classification.py;>7
177;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
178;81c282288dfee4875a4f8e004d5f3a6ccdd2a49f;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DD','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';115;3;https://github.com/ctcpbl2004/Machine_Learning_For_Investment/blob/master/Volatility Classification.py;>7
179;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
180;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
181;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
182;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
183;6bcafa51129e5a18509ab485a4623450ff916b71;"get('https://en.wikipedia.org/wiki/List_of_S%26P_500_companies')
    soup = bs4.BeautifulSoup(resp.text, 'lxml')
    table = soup.find('table', {'class': 'wikitable sortable'})
    tickers = []
    for row in table.findAll('tr')[1:]:
        ticker = row.findAll('td')[0].text";90;2;https://github.com/juliennassar/stock-analyser/blob/master/server/server.py;>7
184;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
185;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
186;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
187;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
188;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
189;68813c1284352872db9a5abdaaaabf8c8e21c16d;['MMM', 'AXP', 'AAPL', 'BA', 'CAT', 'CVX', 'CSCO', 'KO', 'DIS', 'DWDP', 'XOM', 'GE', 'GS', 'HD', 'IBM', 'INTC', 'JNJ', 'JPM', 'MCD', 'MRK', 'MSFT', 'NKE', 'PFE', 'PG', 'TRV', ';102;3;https://github.com/parsa3000/SE18/blob/master/stockgame2/home/listofstockscrypto.py;>7
190;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG',';95;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
191;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG',';95;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
192;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG',';95;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
193;971a5155a320a23115a41d16f14b6ccc6ffe9801;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47;93;3;https://github.com/peruzzim/cmg-cmssw/blob/master/HLTrigger/Configuration/test/OnLine_HLT_PRef.py;>7
194;ef289839bba660b1ea8e7dfbf6ede70578ead0e3;"# 1                                                          
# 2                                                          
# 3                                                          
# 4                                                          
# 5                                                          
# 6                                                          
# 7                                                          
# 8                                                          
# 9                                                          
# 10                                                         
# 11                                                         
# 12                                                         
# 13                                                         
# 14                                                         
# 15                                                         
# 16                                                         
# 17                                                         
# 18                                                         
# 19                                                         
# 20                                                         
# 21                                                         
# 22                                                         
# 23                                                         
# 24                                                         
# 25                                                         
# 26                                                         
# 27                                                         
# 28                                                         
# 29                                                         
# 30                                                         
# 31                                                         
# 32                                                         
# 33                                                         
# 34                                                         
# 35                                                         
# 36                                                         
# 37                                                         
# 38                                                         
# 39                                                         
# 40                                                         
# 41                                                         
# 42                                                         
# 43                                                         
# 44                                                         
# 45                                                         
# 46                                                         
# 47                                                         
# 48                                                         
# 49                                                         
# 50                                                         
# 51                                                         
# 52                                                         
# 53                                                         
# 54                                                         
# 55                                                         
# 56                                                         
# 57                                                         
# 58                                                         
# 59                                                         
# 60                                                         
# 61                                                         
# 62                                                         
# 63                                                         
# 64                                                         
# 65";130;5;https://github.com/MReneBrown/Python-Course/blob/master/Function_Syntax.py;>7
195;ef289839bba660b1ea8e7dfbf6ede70578ead0e3;"# 1                                                                 
# 2                                                                 
# 3                                                                 
# 4                                                                 
# 5                                                                 
# 6                                                                 
# 7                                                                 
# 8                                                                 
# 9                                                                 
# 10                                                                 
# 11                                                                 
# 12                                                                 
# 13                                                                 
# 14                                                                 
# 15                                                                 
# 16                                                                 
# 17                                                                 
# 18                                                                 
# 19                                                                 
# 20                                                                 
# 21                                                                 
# 22                                                                 
# 23                                                                 
# 24                                                                 
# 25                                                                 
# 26                                                                 
# 27                                                                 
# 28                                                                 
# 29                                                                 
# 30                                                                 
# 31                                                                 
# 32                                                                 
# 33                                                                 
# 34                                                                 
# 35                                                                 
# 36                                                                 
# 37                                                                 
# 38                                                                 
# 39                                                                 
# 40                                                                 
# 41                                                                 
# 42                                                                 
# 43                                                                 
# 44                                                                 
# 45                                                                 
# 46                                                                 
# 47                                                                 
# 48                                                                 
# 49                                                                 
# 50                                                                 
# 51                                                                 
# 52                                                                 
# 53                                                                 
# 54                                                                 
# 55                                                                 
# 56                                                                 
# 57                                                                 
# 58                                                                 
# 59                                                                 
# 60                                                                 
# 61                                                                 
# 62                                                                 
# 63                                                                 
# 64";128;5;https://github.com/MReneBrown/Python-Course/blob/master/Function_Syntax.py;>7
